artifact,prop_min,node_id_min,prop_max,node_id_max,prop_mean
artifact0,300,node1,300,node3,300
artifact1,301,node1,301,node3,301
artifact10,310,node1,310,node3,310
artifact100,400,node1,400,node3,400
artifact1000,1300,node1,1300,node3,1300
artifact1001,1301,node1,1301,node3,1301
artifact1002,1302,node1,1302,node3,1302
artifact1003,1303,node1,1303,node3,1303
artifact1004,1304,node1,1304,node3,1304
artifact1005,1305,node1,1305,node3,1305
artifact1006,1306,node1,1306,node3,1306
artifact1007,1307,node1,1307,node3,1307
artifact1008,1308,node1,1308,node3,1308
artifact1009,1309,node1,1309,node3,1309
artifact101,401,node1,401,node3,401
artifact1010,1310,node1,1310,node3,1310
artifact1011,1311,node1,1311,node3,1311
artifact1012,1312,node1,1312,node3,1312
artifact1013,1313,node1,1313,node3,1313
artifact1014,1314,node1,1314,node3,1314
artifact1015,1315,node1,1315,node3,1315
artifact1016,1316,node1,1316,node3,1316
artifact1017,1317,node1,1317,node3,1317
artifact1018,1318,node1,1318,node3,1318
artifact1019,1319,node1,1319,node3,1319
artifact102,402,node1,402,node3,402
artifact1020,1320,node1,1320,node3,1320
artifact1021,1321,node1,1321,node3,1321
artifact1022,1322,node1,1322,node3,1322
artifact1023,1323,node1,1323,node3,1323
artifact1024,1324,node1,1324,node3,1324
artifact1025,1325,node1,1325,node3,1325
artifact1026,1326,node1,1326,node3,1326
artifact1027,1327,node1,1327,node3,1327
artifact1028,1328,node1,1328,node3,1328
artifact1029,1329,node1,1329,node3,1329
artifact103,403,node1,403,node3,403
artifact1030,1330,node1,1330,node3,1330
artifact1031,1331,node1,1331,node3,1331
artifact1032,1332,node1,1332,node3,1332
artifact1033,1333,node1,1333,node3,1333
artifact1034,1334,node1,1334,node3,1334
artifact1035,1335,node1,1335,node3,1335
artifact1036,1336,node1,1336,node3,1336
artifact1037,1337,node1,1337,node3,1337
artifact1038,1338,node1,1338,node3,1338
artifact1039,1339,node1,1339,node3,1339
artifact104,404,node1,404,node3,404
artifact1040,1340,node1,1340,node3,1340
artifact1041,1341,node1,1341,node3,1341
artifact1042,1342,node1,1342,node3,1342
artifact1043,1343,node1,1343,node3,1343
artifact1044,1344,node1,1344,node3,1344
artifact1045,1345,node1,1345,node3,1345
artifact1046,1346,node1,1346,node3,1346
artifact1047,1347,node1,1347,node3,1347
artifact1048,1348,node1,1348,node3,1348
artifact1049,1349,node1,1349,node3,1349
artifact105,405,node1,405,node3,405
artifact1050,1350,node1,1350,node3,1350
artifact1051,1351,node1,1351,node3,1351
artifact1052,1352,node1,1352,node3,1352
artifact1053,1353,node1,1353,node3,1353
artifact1054,1354,node1,1354,node3,1354
artifact1055,1355,node1,1355,node3,1355
artifact1056,1356,node1,1356,node3,1356
artifact1057,1357,node1,1357,node3,1357
artifact1058,1358,node1,1358,node3,1358
artifact1059,1359,node1,1359,node3,1359
artifact106,406,node1,406,node3,406
artifact1060,1360,node1,1360,node3,1360
artifact1061,1361,node1,1361,node3,1361
artifact1062,1362,node1,1362,node3,1362
artifact1063,1363,node1,1363,node3,1363
artifact1064,1364,node1,1364,node3,1364
artifact1065,1365,node1,1365,node3,1365
artifact1066,1366,node1,1366,node3,1366
artifact1067,1367,node1,1367,node3,1367
artifact1068,1368,node1,1368,node3,1368
artifact1069,1369,node1,1369,node3,1369
artifact107,407,node1,407,node3,407
artifact1070,1370,node1,1370,node3,1370
artifact1071,1371,node1,1371,node3,1371
artifact1072,1372,node1,1372,node3,1372
artifact1073,1373,node1,1373,node3,1373
artifact1074,1374,node1,1374,node3,1374
artifact1075,1375,node1,1375,node3,1375
artifact1076,1376,node1,1376,node3,1376
artifact1077,1377,node1,1377,node3,1377
artifact1078,1378,node1,1378,node3,1378
artifact1079,1379,node1,1379,node3,1379
artifact108,408,node1,408,node3,408
artifact1080,1380,node1,1380,node3,1380
artifact1081,1381,node1,1381,node3,1381
artifact1082,1382,node1,1382,node3,1382
artifact1083,1383,node1,1383,node3,1383
artifact1084,1384,node1,1384,node3,1384
artifact1085,1385,node1,1385,node3,1385
artifact1086,1386,node1,1386,node3,1386
artifact1087,1387,node1,1387,node3,1387
artifact1088,1388,node1,1388,node3,1388
artifact1089,1389,node1,1389,node3,1389
artifact109,409,node1,409,node3,409
artifact1090,1390,node1,1390,node3,1390
artifact1091,1391,node1,1391,node3,1391
artifact1092,1392,node1,1392,node3,1392
artifact1093,1393,node1,1393,node3,1393
artifact1094,1394,node1,1394,node3,1394
artifact1095,1395,node1,1395,node3,1395
artifact1096,1396,node1,1396,node3,1396
artifact1097,1397,node1,1397,node3,1397
artifact1098,1398,node1,1398,node3,1398
artifact1099,1399,node1,1399,node3,1399
artifact11,311,node1,311,node3,311
artifact110,410,node1,410,node3,410
artifact1100,1400,node1,1400,node3,1400
artifact1101,1401,node1,1401,node3,1401
artifact1102,1402,node1,1402,node3,1402
artifact1103,1403,node1,1403,node3,1403
artifact1104,1404,node1,1404,node3,1404
artifact1105,1405,node1,1405,node3,1405
artifact1106,1406,node1,1406,node3,1406
artifact1107,1407,node1,1407,node3,1407
artifact1108,1408,node1,1408,node3,1408
artifact1109,1409,node1,1409,node3,1409
artifact111,411,node1,411,node3,411
artifact1110,1410,node1,1410,node3,1410
artifact1111,1411,node1,1411,node3,1411
artifact1112,1412,node1,1412,node3,1412
artifact1113,1413,node1,1413,node3,1413
artifact1114,1414,node1,1414,node3,1414
artifact1115,1415,node1,1415,node3,1415
artifact1116,1416,node1,1416,node3,1416
artifact1117,1417,node1,1417,node3,1417
artifact1118,1418,node1,1418,node3,1418
artifact1119,1419,node1,1419,node3,1419
artifact112,412,node1,412,node3,412
artifact1120,1420,node1,1420,node3,1420
artifact1121,1421,node1,1421,node3,1421
artifact1122,1422,node1,1422,node3,1422
artifact1123,1423,node1,1423,node3,1423
artifact1124,1424,node1,1424,node3,1424
artifact1125,1425,node1,1425,node3,1425
artifact1126,1426,node1,1426,node3,1426
artifact1127,1427,node1,1427,node3,1427
artifact1128,1428,node1,1428,node3,1428
artifact1129,1429,node1,1429,node3,1429
artifact113,413,node1,413,node3,413
artifact1130,1430,node1,1430,node3,1430
artifact1131,1431,node1,1431,node3,1431
artifact1132,1432,node1,1432,node3,1432
artifact1133,1433,node1,1433,node3,1433
artifact1134,1434,node1,1434,node3,1434
artifact1135,1435,node1,1435,node3,1435
artifact1136,1436,node1,1436,node3,1436
artifact1137,1437,node1,1437,node3,1437
artifact1138,1438,node1,1438,node3,1438
artifact1139,1439,node1,1439,node3,1439
artifact114,414,node1,414,node3,414
artifact1140,1440,node1,1440,node3,1440
artifact1141,1441,node1,1441,node3,1441
artifact1142,1442,node1,1442,node3,1442
artifact1143,1443,node1,1443,node3,1443
artifact1144,1444,node1,1444,node3,1444
artifact1145,1445,node1,1445,node3,1445
artifact1146,1446,node1,1446,node3,1446
artifact1147,1447,node1,1447,node3,1447
artifact1148,1448,node1,1448,node3,1448
artifact1149,1449,node1,1449,node3,1449
artifact115,415,node1,415,node3,415
artifact1150,1450,node1,1450,node3,1450
artifact1151,1451,node1,1451,node3,1451
artifact1152,1452,node1,1452,node3,1452
artifact1153,1453,node1,1453,node3,1453
artifact1154,1454,node1,1454,node3,1454
artifact1155,1455,node1,1455,node3,1455
artifact1156,1456,node1,1456,node3,1456
artifact1157,1457,node1,1457,node3,1457
artifact1158,1458,node1,1458,node3,1458
artifact1159,1459,node1,1459,node3,1459
artifact116,416,node1,416,node3,416
artifact1160,1460,node1,1460,node3,1460
artifact1161,1461,node1,1461,node3,1461
artifact1162,1462,node1,1462,node3,1462
artifact1163,1463,node1,1463,node3,1463
artifact1164,1464,node1,1464,node3,1464
artifact1165,1465,node1,1465,node3,1465
artifact1166,1466,node1,1466,node3,1466
artifact1167,1467,node1,1467,node3,1467
artifact1168,1468,node1,1468,node3,1468
artifact1169,1469,node1,1469,node3,1469
artifact117,417,node1,417,node3,417
artifact1170,1470,node1,1470,node3,1470
artifact1171,1471,node1,1471,node3,1471
artifact1172,1472,node1,1472,node3,1472
artifact1173,1473,node1,1473,node3,1473
artifact1174,1474,node1,1474,node3,1474
artifact1175,1475,node1,1475,node3,1475
artifact1176,1476,node1,1476,node3,1476
artifact1177,1477,node1,1477,node3,1477
artifact1178,1478,node1,1478,node3,1478
artifact1179,1479,node1,1479,node3,1479
artifact118,418,node1,418,node3,418
artifact1180,1480,node1,1480,node3,1480
artifact1181,1481,node1,1481,node3,1481
artifact1182,1482,node1,1482,node3,1482
artifact1183,1483,node1,1483,node3,1483
artifact1184,1484,node1,1484,node3,1484
artifact1185,1485,node1,1485,node3,1485
artifact1186,1486,node1,1486,node3,1486
artifact1187,1487,node1,1487,node3,1487
artifact1188,1488,node1,1488,node3,1488
artifact1189,1489,node1,1489,node3,1489
artifact119,419,node1,419,node3,419
artifact1190,1490,node1,1490,node3,1490
artifact1191,1491,node1,1491,node3,1491
artifact1192,1492,node1,1492,node3,1492
artifact1193,1493,node1,1493,node3,1493
artifact1194,1494,node1,1494,node3,1494
artifact1195,1495,node1,1495,node3,1495
artifact1196,1496,node1,1496,node3,1496
artifact1197,1497,node1,1497,node3,1497
artifact1198,1498,node1,1498,node3,1498
artifact1199,1499,node1,1499,node3,1499
artifact12,312,node1,312,node3,312
artifact120,420,node1,420,node3,420
artifact121,421,node1,421,node3,421
artifact122,422,node1,422,node3,422
artifact123,423,node1,423,node3,423
artifact124,424,node1,424,node3,424
artifact125,425,node1,425,node3,425
artifact126,426,node1,426,node3,426
artifact127,427,node1,427,node3,427
artifact128,428,node1,428,node3,428
artifact129,429,node1,429,node3,429
artifact13,313,node1,313,node3,313
artifact130,430,node1,430,node3,430
artifact131,431,node1,431,node3,431
artifact132,432,node1,432,node3,432
artifact133,433,node1,433,node3,433
artifact134,434,node1,434,node3,434
artifact135,435,node1,435,node3,435
artifact136,436,node1,436,node3,436
artifact137,437,node1,437,node3,437
artifact138,438,node1,438,node3,438
artifact139,439,node1,439,node3,439
artifact14,314,node1,314,node3,314
artifact140,440,node1,440,node3,440
artifact141,441,node1,441,node3,441
artifact142,442,node1,442,node3,442
artifact143,443,node1,443,node3,443
artifact144,444,node1,444,node3,444
artifact145,445,node1,445,node3,445
artifact146,446,node1,446,node3,446
artifact147,447,node1,447,node3,447
artifact148,448,node1,448,node3,448
artifact149,449,node1,449,node3,449
artifact15,315,node1,315,node3,315
artifact150,450,node1,450,node3,450
artifact151,451,node1,451,node3,451
artifact152,452,node1,452,node3,452
artifact153,453,node1,453,node3,453
artifact154,454,node1,454,node3,454
artifact155,455,node1,455,node3,455
artifact156,456,node1,456,node3,456
artifact157,457,node1,457,node3,457
artifact158,458,node1,458,node3,458
artifact159,459,node1,459,node3,459
artifact16,316,node1,316,node3,316
artifact160,460,node1,460,node3,460
artifact161,461,node1,461,node3,461
artifact162,462,node1,462,node3,462
artifact163,463,node1,463,node3,463
artifact164,464,node1,464,node3,464
artifact165,465,node1,465,node3,465
artifact166,466,node1,466,node3,466
artifact167,467,node1,467,node3,467
